kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
OYS-14;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale ve sonrasında, gerek duyulması halinde kuruluşa hizmet veren alt yüklenici ve üreticilerle gerçekleştirilecek koordinasyon süreci tanımlanmalıdır.;259;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-14;2026-09-09;2024-09-08;Seviye 1
OYS-15;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale ekibi, Kurumsal SOME yönergeleri kapsamında oluşturulmalıdır.;260;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-15;2026-09-09;2024-09-08;Seviye 1
OYS-16;AILE-07;Olay Müdahale ve Cevap Verme;Tüm olay müdahale süreçleri Kurumsal SOME Rehberine uyumlu olmalıdır.;261;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-16;2026-09-09;2024-09-08;Seviye 1
OYS-17;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale süreçleri, zararlı yazılım analizi ve adli bilişim analizini kapsamalıdır.;262;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-17;2026-09-09;2024-09-08;Seviye 1
OYS-18;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale kapsamında, kurum anormal durum tespit yeteneklerine sahip olmalıdır. Kurumlar bunu sağlamak için istemci/sunucu, uygulama veya ağ tabanlı bir çözüm kullanabilir.;263;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-18;2026-09-09;2024-09-08;Seviye 2
OYS-19;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale süreçleri, medya ve müşteri iletişimlerini içermelidir.;264;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-19;2026-09-09;2024-09-08;Seviye 1
OYS-20;AILE-07;Olay Müdahale ve Cevap Verme;Olay yönetimi süreci, doğal gaz ve ham petrol iletim şebekeleri operasyonlarına özel endüstriyel proses, varlık ve ekipmanlara uyumlu şekilde tanımlanmalıdır.;265;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-20;2026-09-09;2024-09-08;Seviye 1
OYS-21;AILE-07;Olay İzleme;Olay izleme süreçleri endüstriyel kontrol sistemleri (EKS) için de devreye alınmalıdır.;266;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-21;2026-09-09;2024-09-08;Seviye 2
OYS-22;AILE-07;Olay Raporlama;Olay raporlama süreçleri Kurumsal SOME rehberine uyumlu olmalıdır.;267;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-22;2026-09-09;2024-09-08;Seviye 1
OYS-23;AILE-07;Olay Raporlama;Olay raporlama süreçleri, olayın yaşanmasına neden olan zafiyetlerin bilgisini içermelidir.;268;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-23;2026-09-09;2024-09-08;Seviye 1
OYS-24;AILE-07;Olay Müdahale Planı;Kurum kendine özgü olay müdahale planlarını geliştirmelidir. Bu planlar en az aşağıdaki başlıkları içermelidir. - Olay müdahale organizasyonu (Roller ve görevler) - Olay tanımı (Olay sınıflandırma) - Raporlama (Olay bildirimi, analizi) - Kaynakların sağlanması - Bilgi paylaşımı (Kurum ve kurum dışı iletişim esasları) - Doküman yönetimi (Doküman güncelleme ve dağıtımı) - Kök neden analizi (Olayların kök neden analiz yöntemi ve raporlaması. Üçüncü taraflarda meydana gelebilecek olayların kök neden analizi hususuna sözleşmelerde yer verilmelidir.) - Olaylardan alınan dersler (lessons learned) ve olayların tekrarlanmasının engellenmesi - Olay müdahale simülasyonu ve başarı performans ölçümü;269;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-24;2026-09-09;2024-09-08;Seviye 1
OYS-25;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Tespit edilen olaylar belirli bir rol ya da kişiye atanmalıdır.;270;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-25;2026-09-09;2024-09-08;Seviye 1
OYS-26;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Olay tespiti için kriterler belirlenmelidir. (Olay tanımı, nereye bakılacağı vb.);271;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-26;2026-09-09;2024-09-08;Seviye 1
OYS-27;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerindeki ağ ve güvenlik cihazları log üretme kapasitesine sahip olmalıdır.;272;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-27;2026-09-09;2024-09-08;Seviye 1
OYS-28;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki RMS-A, CS, MS, PS istasyonlarındaki ağ ve güvenlik cihazları log üretme kapasitesine sahip olmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);273;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-28;2026-09-09;2024-09-08;Seviye 1
OYS-29;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazları log yönlendirme kapasitesine sahip olmalıdır.;274;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-29;2026-09-09;2024-09-08;Seviye 2
OYS-30;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki RMS-A, CS, MS, PS istasyonlarında bulunan ağ ve güvenlik cihazları log yönlendirme kapasitesine sahip olmalıdır.;275;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-30;2026-09-09;2024-09-08;Ek kontrol
OYS-31;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazları log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;276;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-31;2026-09-09;2024-09-08;Seviye 2
OYS-32;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki RMS-A, CS, MS, PS istasyonlarında bulunan ağ ve güvenlik cihazları log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;277;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-32;2026-09-09;2024-09-08;Ek kontrol
OYS-33;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazlarına ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;278;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-33;2026-09-09;2024-09-08;Seviye 2
OYS-34;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesindeki RMS-A, CS, MS, PS istasyonlarında bulunan ağ ve güvenlik cihazlarına ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;279;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-34;2026-09-09;2024-09-08;Ek kontrol
OYS-35;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki ağ cihazları log yönlendirme kapasitesine sahip olmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);280;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-35;2026-09-09;2024-09-08;Seviye 2
OYS-36;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki ağ cihazları log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);281;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-36;2026-09-09;2024-09-08;Seviye 2
OYS-37;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki ağ cihazlarına ilişkin log'lar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;282;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-37;2026-09-09;2024-09-08;Ek kontrol
OYS-38;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarında endüstriyel cihazlar (RTU, PLC, Safety PLC,Flow Computer, Gaz Kromatograf vb.) log tutma kapasitesine sahip olmalıdır.;283;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-38;2026-09-09;2024-09-08;Seviye 3
OYS-39;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki endüstriyel cihazlar (RTU, PLC, Safety PLC, Flow Computer, Gaz Kromatograf vb.) log yönlendirme kapasitesine sahip olmalıdır.;284;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-39;2026-09-09;2024-09-08;Ek kontrol
OYS-40;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki endüstriyel cihazlar (RTU, PLC, Safety PLC, Flow Computer, Gaz Kromatograf vb.) log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;285;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-40;2026-09-09;2024-09-08;Ek kontrol
OYS-41;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan RMS-A, CS, MS, PS istasyonlarındaki endüstriyel cihazlar (RTU, PLC, Safety PLC, Flow Computer, Gaz Kromatograf vb.) ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;286;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-41;2026-09-09;2024-09-08;Ek kontrol
OYS-42;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (SCADA, DCS, Safety yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log üretme kapasitesine sahip olmalıdır.;287;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-42;2026-09-09;2024-09-08;Seviye 3
OYS-43;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri ana ve yedek kontrol merkezi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (DCS, SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log yönlendirme kapasitesine sahip olmalıdır.;288;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-43;2026-09-09;2024-09-08;Seviye 3
OYS-44;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri RMS-A, CS, MS, PS istasyonlarındaki endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (DCS, SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log yönlendirme kapasitesine sahip olmalıdır.;289;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-44;2026-09-09;2024-09-08;Ek kontrol
OYS-45;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (DCS, SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;290;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-45;2026-09-09;2024-09-08;Seviye 3
OYS-46;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri ana ve yedek kontrol merkezi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalara (DCS, SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;291;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-46;2026-09-09;2024-09-08;Seviye 3
OYS-47;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri RMS-A, CS, MS, PS istasyonlarındaki endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalara (DCS, SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;292;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-47;2026-09-09;2024-09-08;Ek kontrol
OYS-48;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) kullanılan akıllı sayaçlar log tutma, yönlendirme, derecelendirme ve sınıflandırma kapasitesine sahip olmalıdır.;293;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-48;2026-09-09;2024-09-08;Ek kontrol
OYS-49;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) kullanılan akıllı sayaçlara ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;294;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-49;2026-09-09;2024-09-08;Ek kontrol
OYS-50;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Olay yönetimi gerçekleştirebilmek için kullanılan tüm log kaynakları aynı saat dilimi üzerinden senkronize edilmelidir.;295;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-50;2026-09-09;2024-09-08;Seviye 2
OYS-51;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucularda aşağıdaki tipteki loglar tutulmalıdır. - İşletim sistemi logları - Bileşen üzerindeki güvenlik yazılımları logları (kötü amaçlı yazılım koruma uygulamaları, whitelisting uygulamaları) - Bileşen üzerinde bulunan diğer yazılımlara ilişkin loglar;296;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-51;2026-09-09;2024-09-08;Seviye 2
OYS-52;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucular log yönlendirme kapasitesine sahip olmalıdır.;297;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-52;2026-09-09;2024-09-08;Seviye 2
OYS-53;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucular log derecelendirme ve sınıflandırma kapasitesine sahip olmalıdır.;298;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-53;2026-09-09;2024-09-08;Seviye 2
OYS-54;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucularda kayıt altına alınan loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;299;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-54;2026-09-09;2024-09-08;Seviye 3
OYS-55;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Olay tespit yetenekleri, tehdit, zafiyet ve risk yönetim süreçleri ile bütünleşik olmalıdır.;300;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-55;2026-09-09;2024-09-08;Seviye 2
OYS-56;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Hangi olayların USOM'a bildirileceğine dair ilişkin kriter tanımlanmalıdır. (operasyonların etkilenmesi, hizmet verememe, endüstriyel operasyonlara etki ve etkilerin dereceleri vb.) Olay bildirim kriteri belirli periyotlarla gözden geçirilmeli ve gerekli durumlarda güncellenmelidir.;301;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-56;2026-09-09;2024-09-08;Seviye 1
OYS-57;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) gerçekleşen siber güvenlik olay bildirimleri sürekli izlenerek ve analiz edilerek olay bildirim sürecinde girdi olarak kullanılabilmelidir.;302;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-57;2026-09-09;2024-09-08;Seviye 2
OYS-58;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Siber güvenlik bildirimlerinin siber güvenlik olayı olup olmadığına karar vermek için kriterler belirlenmelidir.;303;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-58;2026-09-09;2024-09-08;Seviye 1
OYS-59;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Olayların yaşam döngüsü uçtan uca takip edilmelidir. (Kime atandığı, nasıl çözüldüğü, kimin çözdüğü vb.);304;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-59;2026-09-09;2024-09-08;Seviye 1
OYS-60;AILE-07;Olay Yönetiminde İş Sürekliliği;Belirli olay ve bildirimlerin yaşanması durumunda kullanılacak iş sürekliliği planları geliştirilmelidir. (Hizmet kesintisi, operasyonel arıza vb.);305;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-60;2026-09-09;2024-09-08;Seviye 1
OYS-61;AILE-07;Yedekleme ve Yedeklilik;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan tüm ağ ve güvenlik cihazlarının konfigürasyonları periyodik olarak alınmalı, güvenli şekilde saklanmalı ve periyodik geri dönüş testleri gerçekleştirilmelidir.;306;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-61;2026-09-09;2024-09-08;Seviye 2
OYS-62;AILE-07;Yedekleme ve Yedeklilik;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan tüm endüstriyel ekipman, uygulama ve bileşenlerin lojik ve/veya konfigürasyonları periyodik olarak yedeklenmeli, yedekler güvenli şekilde saklanmalı ve periyodik geri dönüş testleri gerçekleştirilmelidir.;307;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-62;2026-09-09;2024-09-08;Seviye 2
OYS-63;AILE-07;Yedekleme ve Yedeklilik;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucuların imaj ve veri yedekleri periyodik olarak alınmalı, güvenli şekilde saklanmalı ve periyodik geri dönüş testleri gerçekleştirilmelidir.;308;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-63;2026-09-09;2024-09-08;Seviye 2
OYS-64;AILE-07;Siber Güvenlik Olay Yönetimi ve İş Sürekliliği;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) iş sürekliliği planları hazırlanırken olası olayların etkileri girdi olarak kullanılmalıdır. (Hizmet kesintisi, görüntü kaybı, kontrol kaybı, üretim kaybı vb.);309;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-64;2026-09-09;2024-09-08;Seviye 1
OYS-65;AILE-07;Siber Güvenlik Olay Yönetimi ve İş Sürekliliği;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) operasyonların devamlılığı için gerekli olan varlık ve süreçler iş sürekliliği planına dahil edilmelidir.;310;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-65;2026-09-09;2024-09-08;Seviye 1
OYS-66;AILE-07;Siber Güvenlik Olay Yönetimi ve İş Sürekliliği;Hazırlanan süreklilik planları periyodik olarak test edilmeli ve gerekli durumlarda güncellenmelidir.;311;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-66;2026-09-09;2024-09-08;Seviye 1
OYS-67;AILE-07;Siber Güvenlik Olay Yönetimi ve İş Sürekliliği;Alınan veri, imaj konfigürasyon/lojik yedekleri orijinal veri güvenlik seviyesinde korunmalıdır.;312;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik · OYS-67;2026-09-09;2024-09-08;Seviye 1
