kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
AILE-01;;Endüstriyel Ağ Güvenliği;;0;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği;2026-09-09;;
AILE-02;;Endüstriyel İstemci ve Sunucu Güvenliği;;1;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 02-İstemci ve Sunucu Güvenliği;2026-09-09;;
AILE-03;;Endüstriyel Tehdit ve Zafiyet Yönetimi;;2;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 03-Tehdit ve Zafiyet Yönetimi;2026-09-09;;
AILE-04;;Endüstriyel Siber Güvenlik Risk Yönetimi;;3;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 04-Endüstriyel Risk Yönetimi;2026-09-09;;
AILE-05;;Endüstriyel Varlık, Değişim ve Konfigürasyon Yönetimi;;4;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 05-Varlık ve Konfigürasyon;2026-09-09;;
AILE-06;;Endüstriyel Kimlik ve Erişim Yönetimi;;5;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 06-Kimlik ve Erişim Yönetimi;2026-09-09;;
AILE-07;;Endüstriyel Olay Yönetimi ve Süreklilik;;6;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 07-Olay Yönetimi ve Süreklilik;2026-09-09;;
AILE-08;;Akıllı Cihaz Güvenliği;;7;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 08-Akıllı Cihaz Güvenliği;2026-09-09;;
AILE-09;;Endüstriyel Operasyon Güvenliği;;8;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 09-Endüstriyel Operasyon Güv;2026-09-09;;
AILE-10;;İnsan Kaynakları Güvenliği;;9;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 10-İK Güvenliği;2026-09-09;;
AILE-11;;Fiziksel Güvenlik;;10;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik;2026-09-09;;
AILE-12;;Tedarikçi Yönetimi;;11;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 12-Tedarikçi Yönetimi;2026-09-09;;
AILE-13;;PLC Güvenliği;;12;;;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 13-PLC Güvenliği;2026-09-09;;
EAG-1;AILE-01;Endüstriyel Ağa Erişim Kontrolleri;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) hizmet veren kontrol merkezlerinde yetkisiz kişi ve cihazların endüstriyel ağa girişi (Network Access) kısıtlanmalıdır. (Port security, kullanılmayan portların devre dışı bırakılması, fiziksel olarak kapatılması vb.) Bu kontroller hem kablolu hem de kablosuz ağlar için uygulanmalıdır.;13;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-1;2026-09-09;2024-09-08;Seviye 1
EAG-2;AILE-01;Endüstriyel Ağa Erişim Kontrolleri;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde hizmet veren acil durum/yedek kontrol merkezinde yetkisiz kişi ve cihazların endüstriyel ağa girişi (Network Access) kısıtlanmalıdır. (Port security, kullanılmayan portların devre dışı bırakılması, fiziksel olarak kapatılması vb.) Bu kontroller hem kablolu hem de kablosuz ağlar için uygulanmalıdır.;14;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-2;2026-09-09;2024-09-08;Seviye 1
EAG-3;AILE-01;Endüstriyel Ağa Erişim Kontrolleri;Doğal gaz iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) hizmet veren RMS-A, CS, MS ve Hat vanası tipi uç istasyonlarda yetkisiz kişi ve cihazların endüstriyel ağa girişi (Network Access) kısıtlanmalı veya fiziksel güvenlik önlemleri ile yetkisiz erişimler engellenmelidir. (Port security, kullanılmayan portların devre dışı bırakılması, fiziksel olarak kapatılması vb.) Bu kontroller hem kablolu hem de kablosuz ağlar için uygulanmalıdır.;15;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-3;2026-09-09;2024-09-08;Seviye 2
EAG-4;AILE-01;Endüstriyel Ağa Erişim Kontrolleri;Ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) hizmet veren PS(Pompa İstasyonu) istasyonlarda yetkisiz kişi ve cihazların endüstriyel ağa girişi (Network Access) kısıtlanmalı veya fiziksel güvenlik önlemleri ile yetkisiz erişimler engellenmelidir. (Port security, kullanılmayan portların devre dışı bırakılması, fiziksel olarak kapatılması vb.) Bu kontroller hem kablolu hem de kablosuz ağlar için uygulanmalıdır.;16;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-4;2026-09-09;2024-09-08;Seviye 2
EAG-5;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS), kontrol merkezleri ve her türlü uç sahalarla olan haberleşmeler merkezi güvenlik duvarı (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) üzerinden sağlanmalıdır. Bu güvenlik duvarı sadece endüstriyel ağların izolasyonu/ayrıştırılması için konumlandırılmalı ve KBS güvenlik duvarından farklı olmalıdır. Kullanılan güvenlik duvarı ilgili kuruluşun endüstriyel protokollerini desteklemelidir. (IEC 104, DNP3, MODBUSTCP vb.);17;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-5;2026-09-09;2024-09-08;Seviye 2
EAG-6;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemleri ana kontrol merkezi ve acil durum/yedek kontrol merkezi arasındaki haberleşmeler yukarıda adreslenen endüstriyel ağın izolasyonu/ayrıştırılması için kullanılan güvenlik duvarı (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) üzerinden ve güvenli bir iletişim kanalı kullanılarak (IPsec vb.) sağlanmalıdır.;18;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-6;2026-09-09;2024-09-08;Seviye 2
EAG-7;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim endüstriyel kontrol sistemleri (EKS) kontrol merkezleri arasında Layer2 bağlantı olması durumunda, hem ana kontrol merkezi hem de acil durum/yedek kontrol merkezlerinde aynı ağ güvenlik kontrolleri uygulanıyor olmalıdır.;19;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-7;2026-09-09;2024-09-08;Seviye 2
EAG-8;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar ve harici ağlar arasındaki (güvensiz ağlar) haberleşmeler güvenlik duvarı (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) üzerinden sağlanmalıdır. Bu güvenlik duvarı endüstriyel ağı izole eden güvenlik duvarıdır.;20;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-8;2026-09-09;2024-09-08;Seviye 2
EAG-9;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) farklı kontrol sistemleri ile iletim şebekesi altyapısı ile gerçekleştirilecek veri akışları hardwired kanallar üzerinden veya bir güvenlik katmanından geçirilerek sağlanmalıdır. (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);21;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-9;2026-09-09;2024-09-08;Seviye 2
EAG-10;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) uç sahalarla olan haberleşmeler için kullanılan endüstriyel protokollerde yetkisiz endüstriyel komutları durdurabilecek güvenlik cihazları (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) konumlandırılmalıdır. (IEC-104, DNP3, MODBUSTCP protokolleri ile doğal gaz vana açma/kapama operasyonları vb.);22;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-10;2026-09-09;2024-09-08;Ek kontrol
EAG-11;AILE-01;Politika, Prosedür, Süreç;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlara ilişkin mantıksal topolojiler katmanlı güvenlik mimarisiyle tasarlanmalı ve uygun şekilde dokümante edilmelidir.;23;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-11;2026-09-09;2024-09-08;Seviye 1
EAG-12;AILE-01;Politika, Prosedür, Süreç;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlara ilişkin fiziksel topolojiler dokümante edilmelidir.;24;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-12;2026-09-09;2024-09-08;Seviye 1
EAG-13;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel bileşenlere güvensiz ağlar ya da yarı güvenli ağlar (DMZ: Demilitarized zone) üzerinden olan erişim trafiği bir saldırı tespit katmanından geçirilmelidir. Bunu sağlamak adına mevcut güvenlik bileşenlerinde IDS imzaları devreye alınabileceği gibi alternatif olarak açık kaynak kodlu teknolojiler de kullanılabilir.;25;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-13;2026-09-09;2024-09-08;Seviye 2
EAG-14;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlarda trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir. Bu izleme minimum olarak kontrol merkezi ve acil durum kontrol merkezi ağları ile kontrol merkezlerinin uç sahalarla WAN haberleşmelerini de kapsamalıdır.;26;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-14;2026-09-09;2024-09-08;Seviye 2
EAG-15;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) RMS-A ve Hat Vanası istasyonlarında trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir.;27;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-15;2026-09-09;2024-09-08;Ek kontrol
EAG-16;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) MS ve CS istasyonlarında trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);28;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-16;2026-09-09;2024-09-08;Seviye 3
EAG-17;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) PS (Pompa İstasyonu) istasyonlarında trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);29;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-17;2026-09-09;2024-09-08;Seviye 3
EAG-18;AILE-01;Endüstriyel Ağlarda Saldırı Kesme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağları izole etmek/ayrıştırmak için konumlandırılan güvenlik duvarı üzerinde (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01) endüstriyel protokollere yönelik tehditleri de içeren IPS ve antivirüs vb. güvenlik önlemleri devreye alınmalıdır.;30;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-18;2026-09-09;2024-09-08;Ek kontrol
EAG-19;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemleri (EKS) ana kontrol merkezi bileşenleri (İletim SCADAsı) görevlerine göre sanal ağlara (VLAN) ayrılmalı ve bu ağlar arasında geçiş kontrolleri uygulanmalıdır. Söz konusu katmanlı yapı acil durum/yedek kontrol merkezlerinde de gerçekleştirilmelidir. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);31;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-19;2026-09-09;2024-09-08;Seviye 2
EAG-20;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) mühendislik operasyonları kapsamında taşınabilir mühendislik iş istasyonları kullanılıyorsa, bu bileşenler endüstriyel ağlardan izole edilmelidir. İzole edilemediği durumlarda ise kullanılmadığı sürece kapalı tutulmalıdır.;32;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-20;2026-09-09;2024-09-08;Seviye 2
EAG-21;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmentasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) mühendislik operasyonları kapsamında kontrol sistemlerinin bir parçası olarak kullanılan mühendislik iş istasyonları kullanılmadığı sürece kapalı tutulmalıdır. Mühendislik yetkisinin sadece mühendislik operasyonlarında kullanıldığı garanti altına alınmalıdır. Mümkün ise de Mühendislik istasyonları yetkisiz personelin girmeyeceği ayrı bir odada çalıştırılmalıdır.;33;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-21;2026-09-09;2024-09-08;Seviye 2
EAG-22;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlardan kurumsal ağlara doğru olan haberleşmeler bu haberleşmelere özel oluşturulmuş OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır. Aynı şekilde kurumsal ağlardan endüstriyel ağlara doğru olan haberleşmeler de OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır.;34;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-22;2026-09-09;2024-09-08;Seviye 2
EAG-23;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) ana ve yedek kontrol merkezlerinde (İletim SCADAsı) sanal ağların (VLAN) devreye alınmasını takiben ağ ve güvenlik cihazlarının yönetim arayüzleri de (management interface) ayrı bir sanal ağ üzerinde konumlandırılmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);35;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-23;2026-09-09;2024-09-08;Seviye 2
EAG-24;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemleri (EKS) altyapısında her bir uç istasyon ağ seviyesinde farklı bir alt ağ olarak oluşturulmalıdır.;36;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-24;2026-09-09;2024-09-08;Seviye 2
EAG-25;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemleri (EKS) altyapısında her bir uç istasyon için endüstriyel protokol trafiği ve diğer trafikler (kamera, fiziksel güvenlik, sayaç vb.) farklı sanal ağlar (VLAN) olarak yapılandırılmalı ve bu sanal ağlar (VLAN) arası geçiş mevcut ağ/güvenlik cihazları üzerinden kontrollü olarak sağlanmalıdır.;37;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-25;2026-09-09;2024-09-08;Seviye 3
EAG-26;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlarla iletişim halinde olan tüm KBS bileşenleri ayrı bir sanal ağ (VLAN) içerisinde konumlandırılmalı ve OT-DMZ ağı üzerinden endüstriyel ağlar ile haberleşmelidir. (WorkForce Management, ERP, CBS, Güvenli Uzak Erişim vb.);38;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-26;2026-09-09;2024-09-08;Ek kontrol
EAG-27;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlar ve KBS ağları arasında haberleşmenin yönü endüstriyel ağdan kurumsal ağa olacak şekilde OT-DMZ üzerinden sağlanmalıdır. Kurumsal ağlardan endüstriyel ağlara doğru veri çekme operasyonlarının gerekli olması durumunda bu veri akışı telafi edici kontroller ile gerçekleştirilmelidir.;39;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-27;2026-09-09;2024-09-08;Seviye 2
EAG-28;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlar içerisinde yer alan sunucu ve uygulamalar doğrudan internet üzerinden erişilebilir durumda olmamalıdır.;40;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-28;2026-09-09;2024-09-08;Seviye 1
EAG-29;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlarla iletişimi olan bileşenlerin doğrudan internete olan erişimleri kontrollü olarak sağlanmalıdır.;41;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-29;2026-09-09;2024-09-08;Seviye 1
EAG-30;AILE-01;Endüstriyel Ağa Uzak Erişim;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemi (EKS) bileşenlerine internet üzerinden gerçekleştirilecek tüm uzak erişimler öncelikli olarak KBS/kurumsal ağ üzerinde sonlandırılmalıdır. (VPN vb.) Bu uzak erişim yöntemleri üreticiler, çalışanlar ve alt yükleniciler için farklı yetkilendirme politikalarını destekleyebilmelidir. KBS ağı üzerinden endüstriyel ağlara yönelik uzak erişimler OT-DMZ ağı içerisinde konumlandırılmış güvenli bir atlama noktası/sunucusu/uygulaması üzerinden kontrollü olarak sağlanmalıdır. Uzaktan erişimlere ilişkin tüm süreçler diğer mevcut teknik maddelere uyumlu olarak işletilmelidir. (Olay yönetimi ve süreklilik, kimlik ve erişim yönetimi vb.);42;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-30;2026-09-09;2024-09-08;Seviye 1
EAG-31;AILE-01;Endüstriyel Ağa Uzak Erişim;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerine (EKS) yapılacak uzak erişimler için bu işe özelleşmiş teknolojiler kullanılmalıdır. Bu teknolojilerde oturum kaydetme, oturum yönetimi, çift faktörlü doğrulama, güvenli dosya transferi gibi yeterlilikler aranmalıdır.;43;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-31;2026-09-09;2024-09-08;Ek kontrol
EAG-32;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tüm güvensiz servisler (açık metin protokoller, uzak erişim servisleri, güncelliğini yitirmiş protokoller) periyodik denetim ya da ağ trafiğinin analizi ile tespit edilmelidir.;44;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-32;2026-09-09;2024-09-08;Seviye 1
EAG-33;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen BT tabanlı (TELNET, HTTP, TFTP, vb.) güvensiz servisler devre dışı bırakılmalıdır.;45;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-33;2026-09-09;2024-09-08;Seviye 2
EAG-34;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen gereksiz veya kullanılmayan servisler devre dışı bırakılmalıdır.;46;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-34;2026-09-09;2024-09-08;Seviye 2
EAG-35;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde mevcut varlıkların servisleri sürekli olarak izlenmelidir.;47;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-35;2026-09-09;2024-09-08;Seviye 2
EAG-36;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) güvenli ve güvensiz ağlar arasında mevcut olan koruma mekanizmalarının bypass edilmesine olanak tanıyabilecek tüm dual-homed arayüzler (interface) devre dışı bırakılmalıdır. İkinci bir arayüz kullanılmasını zorunlu kılan bir durum mevcut ise söz konusu arayüzün bağlantısı güvenlik duvarı (Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_SCADA: EKS-GD-01, Referans_Topoloji_Doğal_Gaz_Ham_Petrol_İletim_DCS: EKS-GD-01) üzerinden kontrollü olarak sağlanmalıdır.;48;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-36;2026-09-09;2024-09-08;Seviye 1
EAG-37;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz ve ham petrol iletim şebekeleri endüstriyel kontrol sistemlerinde (EKS) Seviye-2 ile Seviye-1 (Purdue modeline göre) ağlar arasında mevcut olan koruma mekanizmalarının bypass edilmesine olanak tanıyabilecek tüm dual-homed arayüzler interface'ler devre dışı bırakılmalıdır. İkinci bir arayüz kullanılmasını zorunlu kılan bir durum mevcut ise söz konusu arayüzün bağlantısı güvenlik duvarı üzerinden kontrollü olarak sağlanmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);49;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 01-Endüstriyel Ağ Güvenliği · EAG-37;2026-09-09;2024-09-08;Seviye 2
